Ubicación,Código de moneda,CPV prom.,CPM prom.,Impr.,Interacciones,Porcentaje de interacción,Costo prom.,Costo,Todas las conv.,Clics,CTR,Porcentaje de conv.,Conversiones,Costo/conv.
"Rafaela, Provincia de Santa Fe",ARS,0,"69,51",20418,34,"0,17%","41,75","1419,34",0,34,"0,17%",0%,0,0
"Mendoza, Provincia de Mendoza",ARS,0,"44,11",32126,46,"0,14%","30,81","1417,14",8,46,"0,14%","6,52%",3,"472,38"
"3.0|km|Chimbas, San Juan",ARS,0,"200,84",7056,469,"6,65%","3,02","1417,12",7,467,"6,62%","1,49%",7,"202,45"
Ciudad de Corrientes,ARS,0,"31,1",45552,58,"0,13%","24,43","1416,75","12,4",58,"0,13%","17,94%","10,4","136,18"
"Encarnación, Itapúa, Paraguay",ARS,0,"69,45",20388,529,"2,59%","2,68","1415,96",9,463,"2,27%","0,76%",4,"353,99"
"3.0|km|Chimbas, San Juan",ARS,0,"421,07",3362,165,"4,91%","8,58","1415,65",17,163,"4,85%","9,7%",16,"88,48"
"6.0|km|Tafí Viejo, Tucumán",ARS,0,"74,62",18961,23,"0,12%","61,51","1414,81",3,23,"0,12%",0%,0,0
"2.0|km|Banda del Río Salí, Tucumán",ARS,0,"188,2",7512,303,"4,03%","4,67","1413,77",1,303,"4,03%","0,33%",1,"1413,77"
Posadas,ARS,0,"446,91",3162,115,"3,64%","12,29","1413,12",0,54,"1,71%",0%,0,0
Ciudad de Corrientes,ARS,0,"84,75",16646,445,"2,67%","3,17","1410,78",4,204,"1,23%",0%,0,0
"3.0|km|Rivadavia, San Juan",ARS,0,"444,06",3173,127,4%,"11,09",1409,3,125,"3,94%","2,36%",3,"469,67"
"Rafaela, Provincia de Santa Fe",ARS,0,"160,2",8785,180,"2,05%","7,82","1407,33","87,88",153,"1,74%","38,27%","68,88","20,43"
"San Juan, Provincia de San Juan",ARS,0,"275,97",5088,223,"4,38%","6,3","1404,15",1,119,"2,34%",0%,0,0
"2.0|km|Banda del Río Salí, Tucumán",ARS,0,"2364,74",593,42,"7,08%","33,39","1402,29",5,42,"7,08%",0%,0,0
"5.0|millas|Guaymallén, Mendoza",ARS,0,"69,94",20010,29,"0,14%","48,26","1399,57",1,29,"0,14%",0%,0,0
"3.0|km|Maipú, Mendoza",ARS,0,"1737,3",805,23,"2,86%","60,81","1398,53",2,23,"2,86%",0%,0,0
"Mendoza, Provincia de Mendoza",ARS,0,"55,16",25331,42,"0,17%","33,27","1397,36",4,42,"0,17%",0%,0,0
"2.0|km|Manantial, Tucumán",ARS,0,"460,07",3036,246,"8,1%","5,68","1396,76",7,246,"8,1%","2,03%",5,"279,35"
"5.0|km|San Juan, San Juan",ARS,0,"92,72",15064,67,"0,44%","20,85","1396,73","13,44",67,"0,44%","20,06%","13,44","103,93"
Ciudad de Corrientes,ARS,0,"32,87",42487,245,"0,58%","5,7","1396,63","10,95",245,"0,58%","4,06%","9,95","140,3"
"Encarnación, Itapúa, Paraguay",ARS,0,"89,8",15551,348,"2,24%","4,01","1396,43",2,283,"1,82%",0%,0,0
"2.0|km|Banda del Río Salí, Tucumán",ARS,0,300,4654,354,"7,61%","3,94","1396,22",8,354,"7,61%","0,85%",3,"465,41"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"1111,52",1256,13,"1,04%","107,39","1396,07",0,13,"1,04%",0%,0,0
"4.0|km|Fontana, Chaco",ARS,0,"692,08",2015,157,"7,79%","8,88","1394,54",31,154,"7,64%","14,65%",23,"60,63"
"3.0|km|Guaymallén, Mendoza",ARS,0,"50,75",27473,45,"0,16%","30,98","1394,29",17,45,"0,16%","17,78%",8,"174,29"
"3.0|km|Maipú, Mendoza",ARS,0,"654,06",2131,10,"0,47%","139,38","1393,79","18,85",10,"0,47%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"48,15",28930,176,"0,61%","7,91","1393,03",4,176,"0,61%","0,57%",1,"1393,03"
"5.0|km|Fontana, Chaco",ARS,0,"114,51",12164,57,"0,47%","24,44","1392,85","12,53",57,"0,47%","7,94%","4,53","307,69"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"357,39",3895,118,"3,03%","11,8","1392,03","0,72",46,"1,18%","0,61%","0,72","1940,77"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"382,72",3636,44,"1,21%","31,63","1391,58",0,44,"1,21%",0%,0,0
0.0||,ARS,0,"78,95",17624,28,"0,16%","49,69","1391,38",0,28,"0,16%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"691,8",2008,186,"9,26%","7,47","1389,13",22,172,"8,57%","10,75%",20,"69,46"
"3.0|km|Maipú, Mendoza",ARS,0,"73,76",18818,22,"0,12%","63,09","1387,94",0,22,"0,12%",0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"69,4",19998,283,"1,42%","4,9","1387,91","18,65",283,"1,42%","0,3%","0,85","1624,82"
Ciudad de Santiago del Estero,ARS,0,"900,49",1541,160,"10,38%","8,67","1387,66","1,12",29,"1,88%",0%,0,0
Posadas,ARS,0,"164,6",8427,315,"3,74%","4,4","1387,09",17,271,"3,22%","0,63%",2,"693,54"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"367,41",3773,165,"4,37%","8,4","1386,22",6,88,"2,33%","2,42%",4,"346,56"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"58,78",23467,39,"0,17%","35,37","1379,5",12,39,"0,17%",0%,0,0
Posadas,ARS,0,"149,82",9202,12,"0,13%","114,89","1378,67",1,12,"0,13%",0%,0,0
"Resistencia, Provincia del Chaco",ARS,0,"48,07",28651,50,"0,17%","27,54","1377,24",14,50,"0,17%",4%,2,"688,62"
"2.0|km|Villa Krause, San Juan",ARS,0,"407,83",3370,223,"6,62%","6,16","1374,4",2,221,"6,56%","0,9%",2,"687,2"
"3.0|km|Alderetes, Tucumán",ARS,0,"121,96",11259,285,"2,53%","4,82","1373,18","42,83",285,"2,53%","5,08%","14,48","94,86"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"548,89",2501,171,"6,84%","8,03","1372,78",2,170,"6,8%",0%,0,0
"3.0|km|Alderetes, Tucumán",ARS,0,"336,62",4078,159,"3,9%","8,63","1372,72",1,158,"3,87%","0,63%",1,"1372,72"
"5.0|km|Chimbas, San Juan",ARS,0,"362,59",3785,24,"0,63%","57,18","1372,39",0,24,"0,63%",0%,0,0
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"52,71",26008,50,"0,19%","27,42","1370,82",6,50,"0,19%",2%,1,"1370,82"
"4.0|km|Fontana, Chaco",ARS,0,"354,84",3863,253,"6,55%","5,42","1370,75",20,200,"5,18%","7,51%",19,"72,14"
"3.0|km|Villa Allende, Córdoba",ARS,0,"79,53",17215,515,"2,99%","2,66","1369,12","246,1",515,"2,99%","8,08%","41,63","32,89"
"Encarnación, Itapúa, Paraguay",ARS,0,"31,98",42638,118,"0,28%","11,56","1363,59",4,118,"0,28%",0%,0,0
"Mendoza, Provincia de Mendoza",ARS,0,"457,99",2975,159,"5,34%","8,57","1362,51",1,33,"1,11%",0%,0,0
Posadas,ARS,0,"332,08",4092,217,"5,3%","6,26","1358,88",15,212,"5,18%","6,45%",14,"97,06"
"2.0|km|Manantial, Tucumán",ARS,0,"357,14",3803,254,"6,68%","5,35","1358,22",41,254,"6,68%","15,75%",40,"33,96"
"Resistencia, Provincia del Chaco",ARS,0,"70,63",19195,248,"1,29%","5,47","1355,73","27,24",248,"1,29%","9,77%","24,24","55,93"
"San Juan, Provincia de San Juan",ARS,0,"19,15",70791,164,"0,23%","8,27","1355,59","7,45",164,"0,23%","3,93%","6,45","210,27"
"10.0|km|Yerba Buena, Tucumán",ARS,0,"530,08",2557,45,"1,76%","30,12","1355,4",1,45,"1,76%",0%,0,0
Ciudad de Corrientes,ARS,0,"66,9",20256,214,"1,06%","6,33","1355,15","3,93",206,"1,02%","1,84%","3,93",345
"Rafaela, Provincia de Santa Fe",ARS,0,"67,19",20167,429,"2,13%","3,16",1355,12,418,"2,07%","2,1%",9,"150,56"
"Resistencia, Provincia del Chaco",ARS,0,"38,1",35558,627,"1,76%","2,16","1354,8",27,627,"1,76%","3,51%",22,"61,58"
"7.0|km|Resistencia, Chaco",ARS,0,"130,57",10361,18,"0,17%","75,16","1352,88",0,18,"0,17%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"40,57",33334,280,"0,84%","4,83","1352,48","13,62",280,"0,84%","4,15%","11,62","116,42"
Ciudad de Corrientes,ARS,0,"288,99",4679,124,"2,65%","10,9","1352,16",1,102,"2,18%","0,81%",1,"1352,16"
"3.0|km|Rivadavia, San Juan",ARS,0,"479,23",2821,179,"6,35%","7,55","1351,9",0,175,"6,2%",0%,0,0
Posadas,ARS,0,"196,22",6889,290,"4,21%","4,66","1351,74",9,208,"3,02%","3,1%",9,"150,19"
Posadas,ARS,0,"349,6",3862,188,"4,87%","7,18","1350,17",1,188,"4,87%",0%,0,0
"San Juan, Provincia de San Juan",ARS,0,"132,6",10178,191,"1,88%","7,07","1349,6",20,165,"1,62%","10,47%",20,"67,48"
"3.0|km|Maipú, Mendoza",ARS,0,"98,11",13747,24,"0,17%","56,2","1348,75",0,24,"0,17%",0%,0,0
"3.0|km|Rafaela, Santa Fe",ARS,0,"77,2",17470,86,"0,49%","15,68","1348,62",22,86,"0,49%","23,26%",20,"67,43"
"2.0|km|Vaqueros, Salta",ARS,0,"380,09",3546,182,"5,13%","7,41","1347,78",6,167,"4,71%","1,65%",3,"449,26"
"2.0|km|Villa Krause, San Juan",ARS,0,"305,39",4413,210,"4,76%","6,42","1347,7","27,89",209,"4,74%","13,28%","27,89","48,32"
"3.0|km|Maipú, Mendoza",ARS,0,"187,63",7180,12,"0,17%","112,27","1347,22",0,12,"0,17%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"830,28",1622,100,"6,17%","13,47","1346,71","8,45",88,"5,43%","6,45%","6,45","208,7"
"3.0|km|Maipú, Mendoza",ARS,0,"434,34",3097,168,"5,42%","8,01","1345,15",3,139,"4,49%","1,79%",3,"448,38"
"3.0|km|Yerba Buena, Tucumán",ARS,0,"632,44",2126,96,"4,52%","14,01","1344,56",2,85,4%,"2,08%",2,"672,28"
"3.0|km|Gobernador Gálvez, Santa Fe",ARS,0,"69,19",19422,122,"0,63%","11,01","1343,73",5,122,"0,63%","4,1%",5,"268,75"
"Mendoza, Provincia de Mendoza",ARS,0,"56,03",23959,399,"1,67%","3,36","1342,39","13,89",354,"1,48%","2,71%","10,83","123,95"
"3.0|km|Guaymallén, Mendoza",ARS,0,"181,75",7371,25,"0,34%","53,59","1339,7","8,41",25,"0,34%",0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"370,46",3615,255,"7,05%","5,25","1339,22",14,248,"6,86%","4,31%",11,"121,75"
Ciudad de Corrientes,ARS,0,"36,95",36154,169,"0,47%","7,91","1335,97",2,169,"0,47%","1,18%",2,"667,99"
"7.0|km|Maipú, Mendoza",ARS,0,"584,23",2286,18,"0,79%","74,2","1335,56",1,18,"0,79%",0%,0,0
"San Juan, Provincia de San Juan",ARS,0,"46,5",28692,64,"0,22%","20,85","1334,25","29,57",64,"0,22%","38,38%","24,57","54,32"
Posadas,ARS,0,"322,99",4119,393,"9,54%","3,39","1330,38",37,387,"9,4%","8,91%",35,"38,01"
"4.0|km|Rivadavia, San Juan",ARS,0,"3220,82",413,21,"5,08%","63,34","1330,2",4,21,"5,08%",0%,0,0
"5.0|km|Posadas, Misiónes",ARS,0,"435,98",3050,22,"0,72%","60,44","1329,73",1,22,"0,72%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"926,61",1435,107,"7,46%","12,43","1329,69",14,57,"3,97%","1,87%",2,"664,84"
Ciudad de Corrientes,ARS,0,"73,88",17970,235,"1,31%","5,65","1327,67",0,206,"1,15%",0%,0,0
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"54,87",24194,56,"0,23%","23,7","1327,43","30,67",56,"0,23%","40,48%","22,67","58,56"
"Rafaela, Provincia de Santa Fe",ARS,0,"90,45",14650,54,"0,37%","24,54","1325,05",1,54,"0,37%",0%,0,0
"2.0|km|Banda del Río Salí, Tucumán",ARS,0,"609,99",2166,112,"5,17%","11,8","1321,24",6,112,"5,17%","5,36%",6,"220,21"
"2.0|km|Villa Gobernador Galvez, Santa Fe",ARS,0,"41,65",31645,74,"0,23%","17,81","1317,96","5,38",74,"0,23%",0%,0,0
"San Juan, Provincia de San Juan",ARS,0,"117,24",11222,12,"0,11%","109,64","1315,63",7,12,"0,11%",0%,0,0
Ciudad de Corrientes,ARS,0,"37,08",35472,645,"1,82%","2,04","1315,36",18,644,"1,82%","2,79%",18,"73,08"
"5.0|km|Posadas, Misiónes",ARS,0,"39,33",33445,76,"0,23%","17,31","1315,35","33,16",76,"0,23%","33,11%","25,16","52,27"
"Mendoza, Provincia de Mendoza",ARS,0,"45,36",28963,556,"1,92%","2,36","1313,73",19,553,"1,91%","3,24%",18,"72,99"
"3.0|km|Yerba Buena, Tucumán",ARS,0,"824,29",1593,80,"5,02%","16,41","1313,09",1,71,"4,46%","1,25%",1,"1313,09"
"2.0|km|Manantiales, Córdoba",ARS,0,"182,49",7195,344,"4,78%","3,82","1313,04","12,7",343,"4,77%","2,56%","8,81","149,03"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"230,57",5690,57,1%,"23,02","1311,97",0,57,1%,0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"36,73",35704,49,"0,14%","26,76","1311,42","1,61",49,"0,14%","3,29%","1,61","813,5"
"3.0|km|Hipermercado Super, Agrim Enrique Bodereau, Córdoba",ARS,0,"104,59",12518,12,"0,1%","109,1","1309,24",0,12,"0,1%",0%,0,0
"Resistencia, Provincia del Chaco",ARS,0,"22,34",58472,202,"0,35%","6,47",1306,"17,28",202,"0,35%","8,06%","16,28","80,22"
Salta,ARS,0,"42,42",30769,65,"0,21%","20,08","1305,17","5,73",65,"0,21%","8,82%","5,73","227,68"
"5.0|km|Fontana, Chaco",ARS,0,"38,84",33596,48,"0,14%","27,19","1304,93","2,97",48,"0,14%","6,19%","2,97","438,96"
"Mendoza, Provincia de Mendoza",ARS,0,"56,03",23272,190,"0,82%","6,86","1303,92","31,43",190,"0,82%","16,02%","30,43","42,85"
"3.0|km|Guaymallén, Mendoza",ARS,0,"104,94",12425,21,"0,17%","62,09","1303,86",0,21,"0,17%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"80,45",16197,21,"0,13%","62,05","1303,05",2,21,"0,13%",0%,0,0
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"41,7",31246,66,"0,21%","19,74","1302,98",0,66,"0,21%",0%,0,0
"San Juan, Provincia de San Juan",ARS,0,"77,94",16698,12,"0,07%","108,46","1301,51",15,12,"0,07%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"38,01",34215,101,"0,3%","12,88","1300,56",3,101,"0,3%",0%,0,0
"5.0|km|Super [Sucursal: SANTA FE – Hipermercado Rafaela] | Super S.A., Calle Conscripto Elias Zurbriggen, Rafaela, Santa Fe",ARS,0,"1060,79",1225,74,"6,04%","17,56","1299,47",0,61,"4,98%",0%,0,0
"4.0|km|Fontana, Chaco",ARS,0,"85,84",15052,72,"0,48%","17,95","1292,13","8,82",72,"0,48%","7,24%","5,21","247,86"
"Rafaela, Provincia de Santa Fe",ARS,0,"280,29",4606,26,"0,56%","49,65","1291,02",0,26,"0,56%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"1020,3",1265,65,"5,14%","19,86","1290,68",0,33,"2,61%",0%,0,0
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"289,45",4456,337,"7,56%","3,83","1289,8",23,196,"4,4%","5,93%",20,"64,49"
Ciudad de Corrientes,ARS,0,"42,53",30323,88,"0,29%","14,66","1289,75","1,52",88,"0,29%","0,57%","0,5","2579,5"
"Mendoza, Provincia de Mendoza",ARS,0,"38,21",33752,228,"0,68%","5,66","1289,65","99,47",228,"0,68%","40,56%","92,47","13,95"
"2.0|km|Villa Krause, San Juan",ARS,0,"319,08",4027,196,"4,87%","6,56","1284,94",7,196,"4,87%","0,51%",1,"1284,94"
"Resistencia, Provincia del Chaco",ARS,0,"256,65",5000,64,"1,28%","20,05","1283,27",3,64,"1,28%",0%,0,0
Salta,ARS,0,"507,88",2526,24,"0,95%","53,45","1282,89",0,24,"0,95%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"341,3",3757,210,"5,59%","6,11","1282,26",12,75,2%,"1,43%",3,"427,42"
"3.0|km|Guaymallén, Mendoza",ARS,0,"341,14",3756,178,"4,74%","7,2","1281,31",3,123,"3,27%","1,69%",3,"427,1"
"San Juan, Provincia de San Juan",ARS,0,"160,02",7971,5,"0,06%","255,1","1275,52",7,5,"0,06%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"54,42",23423,72,"0,31%","17,7","1274,63","33,31",72,"0,31%","46,27%","33,31","38,26"
"3.0|km|Banda del Río Salí, Tucumán",ARS,0,"413,01",3083,85,"2,76%","14,98","1273,31",7,75,"2,43%","8,24%",7,"181,9"
"7.0|km|Fontana, Chaco",ARS,0,"109,95",11566,24,"0,21%","52,99","1271,69",0,24,"0,21%",0%,0,0
"3.0|km|Chimbas, San Juan",ARS,0,"295,2",4304,85,"1,97%","14,95","1270,55",0,76,"1,77%",0%,0,0
"3.0|km|Guaymallén, Mendoza",ARS,0,"158,52",7996,10,"0,13%","126,75","1267,53",6,10,"0,13%",60%,6,"211,26"
Ciudad de Santiago del Estero,ARS,0,"114,36",11050,175,"1,58%","7,22","1263,72","75,03",163,"1,48%","23,45%","41,03","30,8"
Salta,ARS,0,"38,43",32578,217,"0,67%","5,77","1252,05","81,21",217,"0,67%",13%,"28,21","44,38"
"Encarnación, Itapúa, Paraguay",ARS,0,"52,56",23806,654,"2,75%","1,91","1251,35",11,574,"2,41%","1,38%",9,"139,04"
"5.0|km|Manantial, Tucumán",ARS,0,"66,33",18855,49,"0,26%","25,53","1250,74","3,2",49,"0,26%","4,5%","2,2","567,78"
"Encarnación, Itapúa, Paraguay",ARS,0,"111,3",11230,98,"0,87%","12,75","1249,92",83,98,"0,87%","83,67%",82,"15,24"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"71,57",17419,10,"0,06%","124,66","1246,64",5,10,"0,06%",0%,0,0
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"40,4",30857,56,"0,18%","22,26","1246,57",0,56,"0,18%",0%,0,0
Ciudad de Santiago del Estero,ARS,"0,37","80,8",15426,6898,"44,72%","0,18","1246,46","1,95",22,"0,14%","0,01%","0,95","1308,57"
"4.0|km|Fontana, Chaco",ARS,0,"388,06",3204,226,"7,05%","5,5","1243,36",3,143,"4,46%","1,33%",3,"414,45"
"3.0|km|Villa Allende, Córdoba",ARS,0,"79,33",15673,7,"0,04%","177,61","1243,3",1,7,"0,04%",0%,0,0
"3.0|km|Maipú, Mendoza",ARS,0,"109,6",11340,28,"0,25%","44,39","1242,86",0,28,"0,25%",0%,0,0
Ciudad de Corrientes,ARS,0,"51,62",24029,263,"1,09%","4,72","1240,34","10,14",263,"1,09%","3,1%","8,14","152,33"
"3.0|km|Guaymallén, Mendoza",ARS,0,"81,08",15278,12,"0,08%","103,22","1238,7",0,12,"0,08%",0%,0,0
"San Juan, Provincia de San Juan",ARS,0,"196,4",6307,312,"4,95%","3,97","1238,7",7,189,3%,"1,92%",6,"206,45"
Ciudad de Corrientes,ARS,0,"45,6",27165,48,"0,18%","25,81","1238,65",0,48,"0,18%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"50,74",24404,646,"2,65%","1,92","1238,22",12,557,"2,28%","0,77%",5,"247,64"
Posadas,ARS,0,"474,12",2608,86,"3,3%","14,38","1236,52",3,60,"2,3%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"449,28",2748,234,"8,52%","5,28","1234,62",0,234,"8,52%",0%,0,0
"Resistencia, Provincia del Chaco",ARS,0,"972,26",1269,127,"10,01%","9,71","1233,8",1,11,"0,87%",0%,0,0
"San Juan, Provincia de San Juan",ARS,0,"553,15",2226,105,"4,72%","11,73","1231,32",1,36,"1,62%",0%,0,0
"Rosario, Provincia de Santa Fe",ARS,0,"193,32",6369,42,"0,66%","29,31","1231,22",2,42,"0,66%","4,76%",2,"615,61"
"7.0|km|Alderetes, Tucumán",ARS,0,"132,61",9278,10,"0,11%","123,04","1230,36",0,10,"0,11%",0%,0,0
"3.0|km|Maipú, Mendoza",ARS,0,"365,75",3362,193,"5,74%","6,37","1229,66",7,186,"5,53%","3,11%",6,"204,94"
"3.0|km|Alderetes, Tucumán",ARS,0,"342,8",3586,166,"4,63%","7,41","1229,28","12,88",161,"4,49%","4,75%","7,88","156,03"
"Rafaela, Provincia de Santa Fe",ARS,0,"2258,18",544,43,"7,9%","28,57","1228,45",0,13,"2,39%",0%,0,0
"Resistencia, Provincia del Chaco",ARS,0,"111,25",11019,10,"0,09%","122,59","1225,89",0,10,"0,09%",0%,0,0
"3.0|km|Manantial, Tucumán",ARS,0,"56,24",21776,81,"0,37%","15,12","1224,59","29,35",81,"0,37%","30,06%","24,35","50,3"
"Rafaela, Provincia de Santa Fe",ARS,0,"246,46",4965,88,"1,77%","13,91","1223,65","79,71",55,"1,11%","86,03%","75,71","16,16"
"3.0|km|Avenida Emilio Caraffa 2683, Córdoba",ARS,0,"97,72",12512,15,"0,12%","81,51","1222,65",1,15,"0,12%",0%,0,0
Salta,ARS,0,"383,2",3180,93,"2,92%","13,1","1218,56",0,37,"1,16%",0%,0,0
"San Juan, Provincia de San Juan",ARS,0,140,8695,126,"1,45%","9,66","1217,31","2,15",124,"1,43%","0,91%","1,15","1057,77"
"2.0|km|Banda del Río Salí, Tucumán",ARS,0,"205,8",5910,275,"4,65%","4,42","1216,3",6,275,"4,65%","1,45%",4,"304,07"
"Resistencia, Provincia del Chaco",ARS,0,"112,17",10833,7,"0,06%","173,6","1215,19",1,7,"0,06%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"120,05",10120,41,"0,41%","29,63","1214,96",3,41,"0,41%","2,44%",1,"1214,96"
"San Juan, Provincia de San Juan",ARS,0,"492,65",2463,67,"2,72%","18,11","1213,4",0,62,"2,52%",0%,0,0
"San Juan, Provincia de San Juan",ARS,0,"401,65",3020,140,"4,64%","8,66","1212,97",5,47,"1,56%",0%,0,0
"Mendoza, Provincia de Mendoza",ARS,0,"39,08",31035,55,"0,18%","22,05","1212,74",2,55,"0,18%",0%,0,0
"3.0|km|Guaymallén, Mendoza",ARS,0,"308,37",3931,342,"8,7%","3,54","1212,19",20,341,"8,67%","4,68%",16,"75,76"
"3.0|km|Guaymallén, Mendoza",ARS,0,"492,05",2462,73,"2,97%","16,59","1211,42",3,60,"2,44%","4,11%",3,"403,81"
Ciudad de Corrientes,ARS,0,"46,99",25760,37,"0,14%","32,72","1210,58",0,37,"0,14%",0%,0,0
Ciudad de Corrientes,ARS,0,"230,17",5255,175,"3,33%","6,91","1209,55",0,124,"2,36%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"41,31",29265,611,"2,09%","1,98","1208,98",20,531,"1,81%","2,62%",16,"75,56"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"479,18",2523,210,"8,32%","5,76","1208,97",10,184,"7,29%","4,76%",10,"120,9"
Ciudad de Santiago del Estero,ARS,0,"33,22",36341,241,"0,66%","5,01","1207,15","18,57",241,"0,66%","3,56%","8,57","140,81"
"5.0|km|La Banda, Santiago del Estero",ARS,0,"40,33",29910,72,"0,24%","16,75","1206,28","4,34",72,"0,24%","3,25%","2,34","514,78"
"Encarnación, Itapúa, Paraguay",ARS,0,"83,43",14432,675,"4,68%","1,78","1204,11",34,365,"2,53%",0%,0,0
"San Juan, Provincia de San Juan",ARS,0,"58,35",20584,79,"0,38%","15,2",1201,"14,58",79,"0,38%","5,8%","4,58","262,14"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"1305,34",920,49,"5,33%","24,51","1200,91",2,48,"5,22%","2,04%",1,"1200,91"
"San Juan, Provincia de San Juan",ARS,0,"60,21",19920,453,"2,27%","2,65","1199,47",48,447,"2,24%","9,27%",42,"28,56"
"2.0|km|Manantial, Tucumán",ARS,0,"1313,72",911,66,"7,24%","18,13","1196,8",0,66,"7,24%",0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"686,92",1740,108,"6,21%","11,07","1195,24",1,81,"4,66%","0,93%",1,"1195,24"
"3.0|km|Guaymallén, Mendoza",ARS,0,"395,62",3010,81,"2,69%","14,7","1190,8",0,81,"2,69%",0%,0,0
Posadas,ARS,0,"666,71",1786,113,"6,33%","10,54","1190,74",8,55,"3,08%","4,42%",5,"238,15"
"Mendoza, Provincia de Mendoza",ARS,0,"1653,77",720,117,"16,25%","10,18","1190,72",0,11,"1,53%",0%,0,0
"3.0|km|Rivadavia, San Juan",ARS,0,"513,6",2318,148,"6,38%","8,04","1190,53",4,111,"4,79%",0%,0,0
"5.0|km|Salta, Salta",ARS,0,"57,24",20793,59,"0,28%","20,17","1190,28","12,13",59,"0,28%","20,56%","12,13","98,12"
"2.0|km|Manantial, Tucumán",ARS,0,"420,96",2825,229,"8,11%","5,19","1189,22","20,78",229,"8,11%","8,64%","19,78","60,14"
Posadas,ARS,0,"87,16",13612,213,"1,56%","5,57","1186,42","29,72",203,"1,49%","9,73%","20,72","57,27"
"2.0|km|Manantial, Tucumán",ARS,0,"1051,03",1128,44,"3,9%","26,94","1185,57",0,44,"3,9%",0%,0,0
"4.0|km|Alderetes, Tucumán",ARS,0,"3766,82",314,23,"7,32%","51,43","1182,78",1,23,"7,32%",0%,0,0
"3.0|km|Vaqueros, Salta",ARS,0,"97,97",12051,56,"0,46%","21,08","1180,65","1,93",56,"0,46%","3,45%","1,93","611,13"
"San Juan, Provincia de San Juan",ARS,0,"46,02",25635,192,"0,75%","6,14","1179,82","23,74",192,"0,75%","9,76%","18,74","62,95"
"3.0|km|Yerba Buena, Tucumán",ARS,0,"378,49",3114,228,"7,32%","5,17","1178,61","24,62",179,"5,75%","8,59%","19,58","60,2"
"4.0|km|Fontana, Chaco",ARS,0,"152,12",7737,215,"2,78%","5,47","1176,99","29,45",212,"2,74%","0,55%","1,19","992,91"
"2.0|km|Banda del Río Salí, Tucumán",ARS,0,"304,67",3850,174,"4,52%","6,74","1172,98","1,06",174,"4,52%","0,61%","1,06","1104,51"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"38,3",30563,159,"0,52%","7,36","1170,5","25,16",159,"0,52%","8,28%","13,16","88,94"
"Encarnación, Itapúa, Paraguay",ARS,0,"18,9",61762,1457,"2,36%","0,8","1167,52","7,26",1457,"2,36%","0,02%","0,26","4516,61"
Ciudad de Santiago del Estero,ARS,0,"418,45",2785,168,"6,03%","6,94","1165,39",7,126,"4,52%","3,57%",6,"194,23"
"3.0|km|Alderetes, Tucumán",ARS,0,"3976,38",293,25,"8,53%","46,6","1165,08",16,25,"8,53%",0%,0,0
"3.0|km|José Roque Funes 1145, Córdoba",ARS,0,"97,65",11913,14,"0,12%","83,09","1163,32",0,14,"0,12%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"60,79",19128,149,"0,78%","7,8","1162,81","14,02",149,"0,78%","6,72%","10,02","116,1"
Ciudad de Santiago del Estero,ARS,0,"277,5",4189,324,"7,73%","3,59","1162,45",10,323,"7,71%","3,09%",10,"116,24"
Ciudad de Corrientes,ARS,0,"112,68",10305,8,"0,08%","145,14","1161,15",1,8,"0,08%",0%,0,0
